dates,SKU,price_per_sku,num_purchases,week_num,year,discount,fincode,ui1_code,ui2_code,ui3_code,vendor,brand_code,creation_date,expiration_date,week_num_expiration,year_expiration,week_num_creation,year_creation,margin
2019-01-04,54404,82.205,10,1,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,12.330750000000002
2019-01-04,57561,95.38,7,1,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,19.076
2019-01-04,60870,114.11,6,1,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,24.723833333333335
2019-01-04,68211,165.935,10,1,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,24.890250000000005
2019-01-04,72784,129.11,8,1,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.67016666666667
2019-01-04,80308,116.475,5,1,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,27.1775
2019-01-04,83329,82.745,9,1,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,13.790833333333335
2019-01-04,84395,134.38,8,1,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,24.636333333333333
2019-01-04,89272,119.38,6,1,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,25.865666666666666
2019-01-04,90611,79.542,6,1,2019,0.9,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,17.2341
2019-01-05,11050,105.475,7,1,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,21.095
2019-01-05,17812,72.745,3,1,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,19.398666666666667
2019-01-05,43678,143.38,9,1,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,23.89666666666667
2019-01-05,54404,82.205,9,1,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,13.700833333333335
2019-01-05,60870,114.11,5,1,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,26.625666666666667
2019-01-05,72784,129.11,7,1,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.822000000000003
2019-01-05,80308,116.475,5,1,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,27.1775
2019-01-05,83329,82.745,9,1,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,13.790833333333335
2019-01-05,89272,119.38,6,1,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,25.865666666666666
2019-01-05,90611,79.542,6,1,2019,0.9,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,17.2341
2019-01-06,11050,105.475,8,1,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,19.337083333333332
2019-01-06,38767,67.745,7,1,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,13.549000000000001
2019-01-06,54404,82.205,9,1,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,13.700833333333335
2019-01-06,57561,95.38,7,1,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,19.076
2019-01-06,60870,114.11,5,1,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,26.625666666666667
2019-01-06,68211,165.935,11,1,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,22.12466666666667
2019-01-06,72784,129.11,6,1,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,27.97383333333334
2019-01-06,83329,82.745,10,1,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.411750000000003
2019-01-07,10334,85.5729,13,2,2019,0.9,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,8.55729
2019-01-07,11050,105.565,8,2,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,19.353583333333333
2019-01-07,38767,68.936,9,2,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.489333333333336
2019-01-07,43678,145.678,8,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,26.707633333333334
2019-01-07,60870,113.452,5,2,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,26.472133333333332
2019-01-07,68211,165.30700000000004,9,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,27.551166666666678
2019-01-07,72784,130.30700000000002,6,2,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,28.233183333333336
2019-01-07,83329,83.194,10,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.479100000000003
2019-01-07,84395,135.565,9,2,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,22.59416666666667
2019-01-07,89272,120.936,5,2,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,28.218400000000003
2019-01-07,90611,88.82300000000002,4,2,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.205750000000005
2019-01-08,10334,85.5729,11,2,2019,0.9,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,11.409720000000004
2019-01-08,17812,74.307,5,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,17.3383
2019-01-08,38767,68.936,8,2,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.638266666666668
2019-01-08,57561,95.823,8,2,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.56755
2019-01-08,60870,113.452,5,2,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,26.472133333333332
2019-01-08,80308,116.936,7,2,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.387200000000004
2019-01-08,84395,135.565,8,2,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,24.853583333333336
2019-01-08,89272,120.936,7,2,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,24.187200000000004
2019-01-08,90611,88.82300000000002,6,2,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,19.244983333333337
2019-01-09,10334,85.5729,12,2,2019,0.9,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,9.983505000000001
2019-01-09,11050,105.565,8,2,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,19.353583333333333
2019-01-09,38767,68.936,8,2,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.638266666666668
2019-01-09,43678,145.678,10,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,21.851700000000005
2019-01-09,54404,81.936,8,2,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,15.021600000000003
2019-01-09,57561,95.823,8,2,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.56755
2019-01-09,68211,165.30700000000004,11,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,22.040933333333342
2019-01-09,80308,116.936,5,2,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,27.28506666666667
2019-01-09,83329,83.194,10,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.479100000000003
2019-01-09,84395,135.565,10,2,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.334750000000003
2019-01-09,90611,88.82300000000002,4,2,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.205750000000005
2019-01-10,10334,85.5729,12,2,2019,0.9,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,9.983505000000001
2019-01-10,54404,81.936,8,2,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,15.021600000000003
2019-01-10,60870,113.452,5,2,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,26.472133333333332
2019-01-10,78833,315.945,2,2,2019,1.0,FE,FE1,FE100,FE10000,UH2WWF,3FAIRJ4W,2018-09-05,2200-01-01 00:00:00,1,2200,36,2018,89.51774999999999
2019-01-10,83329,83.194,11,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,11.092533333333336
2019-01-10,89272,120.936,5,2,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,28.218400000000003
2019-01-10,90611,88.82300000000002,5,2,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,20.725366666666673
2019-01-11,10334,85.5729,14,2,2019,0.9,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,7.131075
2019-01-11,11050,105.565,8,2,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,19.353583333333333
2019-01-11,17812,74.307,2,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,21.05365
2019-01-11,32950,464.675,1,2,2019,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,139.4025
2019-01-11,38767,68.936,8,2,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.638266666666668
2019-01-11,43678,145.678,9,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,24.279666666666667
2019-01-11,54404,81.936,10,2,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,12.290400000000004
2019-01-11,57561,95.823,7,2,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,19.1646
2019-01-11,60870,113.452,6,2,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,24.581266666666668
2019-01-11,72784,130.30700000000002,7,2,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,26.061400000000006
2019-01-11,80308,116.936,5,2,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,27.28506666666667
2019-01-11,83329,83.194,10,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.479100000000003
2019-01-11,84395,135.565,8,2,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,24.853583333333336
2019-01-12,10334,85.5729,14,2,2019,0.9,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,7.131075
2019-01-12,11050,105.565,9,2,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,17.59416666666667
2019-01-12,17812,74.307,3,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,19.8152
2019-01-12,32950,465.075,1,2,2019,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,139.52249999999998
2019-01-12,54404,81.936,8,2,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,15.021600000000003
2019-01-12,60870,113.452,5,2,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,26.472133333333332
2019-01-12,68211,165.30700000000004,10,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,24.79605000000001
2019-01-12,72784,130.30700000000002,6,2,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,28.233183333333336
2019-01-12,83329,83.194,11,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,11.092533333333336
2019-01-12,84395,135.565,10,2,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.334750000000003
2019-01-12,89272,120.936,7,2,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,24.187200000000004
2019-01-13,11050,105.565,9,2,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,17.59416666666667
2019-01-13,38767,68.936,8,2,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.638266666666668
2019-01-13,43678,145.678,9,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,24.279666666666667
2019-01-13,54404,81.936,8,2,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,15.021600000000003
2019-01-13,57561,95.823,9,2,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,15.970500000000001
2019-01-13,68211,165.30700000000004,12,2,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,19.285816666666676
2019-01-13,72784,130.30700000000002,5,2,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,30.40496666666667
2019-01-13,80308,116.936,5,2,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,27.28506666666667
2019-01-13,83329,83.194,10,2,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.479100000000003
2019-01-13,84395,135.565,8,2,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,24.853583333333336
2019-01-13,90611,88.82300000000002,4,2,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.205750000000005
2019-01-14,17812,73.292,3,3,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,19.544533333333334
2019-01-14,38767,69.426,8,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.728100000000001
2019-01-14,43678,143.914,9,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,23.985666666666667
2019-01-14,54404,81.292,8,3,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,14.903533333333336
2019-01-14,57561,96.67,8,3,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.722833333333334
2019-01-14,68211,147.8628,13,3,2019,0.9,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,14.786279999999998
2019-01-14,72784,129.67,7,3,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.933999999999997
2019-01-14,80308,116.292,5,3,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,27.134800000000002
2019-01-14,83329,82.914,8,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,15.2009
2019-01-14,84395,136.804,9,3,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,22.800666666666668
2019-01-14,89272,120.292,5,3,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,28.068133333333336
2019-01-14,90611,89.292,4,3,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.323
2019-01-15,11050,104.536,7,3,2019,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,20.907200000000003
2019-01-15,17812,73.292,3,3,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,19.544533333333334
2019-01-15,32950,466.975,2,3,2019,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,132.30958333333334
2019-01-15,38767,69.426,8,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.728100000000001
2019-01-15,43678,143.914,9,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,23.985666666666667
2019-01-15,54404,81.292,8,3,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,14.903533333333336
2019-01-15,60870,113.536,8,3,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,20.814933333333336
2019-01-15,72784,129.67,6,3,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,28.095166666666664
2019-01-15,84395,136.804,8,3,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,25.080733333333335
2019-01-15,90611,89.292,4,3,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.323
2019-01-16,17812,73.292,3,3,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,19.544533333333334
2019-01-16,38767,69.426,8,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,12.728100000000001
2019-01-16,43678,143.914,11,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,19.188533333333336
2019-01-16,54404,81.292,9,3,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,13.54866666666667
2019-01-16,60870,113.536,8,3,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,20.814933333333336
2019-01-16,72784,129.67,5,3,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,30.25633333333333
2019-01-16,80308,116.292,6,3,2019,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,25.1966
2019-01-16,83329,82.914,10,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.437100000000003
2019-01-16,84395,136.804,10,3,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.5206
2019-01-16,89272,120.292,5,3,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,28.068133333333336
2019-01-17,10334,97.804,9,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,16.300666666666668
2019-01-17,17812,73.292,3,3,2019,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,19.544533333333334
2019-01-17,32950,464.0,2,3,2019,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,131.46666666666667
2019-01-17,38767,69.426,9,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.571000000000002
2019-01-17,54404,81.292,10,3,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,12.193800000000001
2019-01-17,57561,96.67,7,3,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,19.334000000000003
2019-01-17,68211,147.8628,13,3,2019,0.9,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,14.786279999999998
2019-01-17,72784,129.67,6,3,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,28.095166666666664
2019-01-17,83329,82.914,9,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,13.819000000000003
2019-01-17,84395,136.804,10,3,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.5206
2019-01-17,89272,120.292,6,3,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,26.063266666666667
2019-01-17,90611,89.292,4,3,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.323
2019-01-18,10334,97.804,9,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,16.300666666666668
2019-01-18,32950,461.775,1,3,2019,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,138.5325
2019-01-18,38767,69.426,9,3,2019,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.571000000000002
2019-01-18,43678,143.914,9,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-12-13,2200-01-01 00:00:00,1,2200,50,2018,23.985666666666667
2019-01-18,54404,81.292,8,3,2019,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,14.903533333333336
2019-01-18,57561,96.67,7,3,2019,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,19.334000000000003
2019-01-18,60870,113.536,6,3,2019,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,24.599466666666668
2019-01-18,68211,147.8628,13,3,2019,0.9,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,14.786279999999998
2019-01-18,72784,129.67,6,3,2019,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,28.095166666666664
2019-01-18,83329,82.914,10,3,2019,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.437100000000003
2019-01-18,84395,136.804,8,3,2019,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,25.080733333333335
2019-01-18,89272,120.292,6,3,2019,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,26.063266666666667
2019-01-18,90611,89.292,4,3,2019,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,22.323
